type,recipe_id,ingredient,amount_sum,units_std,servings,value,amount_per
muffin,8458,cream cheese,1,cups,18,1 (8 ounce) package cream cheese,0.05555555555555555
muffin,8458,eggs,3,eggs,18,1 egg;2 eggs,0.16666666666666666
muffin,8458,flour,2.78125,cups,18,4 1/2 tablespoons all-purpose flour;2 1/2 cups all-purpose flour,0.1545138888888889
muffin,8458,nut,0.1875,cups,18,3 tablespoons chopped pecans,0.010416666666666666
muffin,8458,oil,0.3333333333333333,cups,18,1/3 cup olive oil,0.018518518518518517
muffin,8458,salt,0.01041665,cups,18,1/2 teaspoon salt,5.787027777777778e-4
muffin,8458,spice,0.057291575,cups,18,3/4 teaspoon ground cinnamon;2 teaspoons ground cinnamon,0.0031828652777777778
muffin,8458,sugar,2.5,cups,18,3 tablespoons brown sugar;5 tablespoons white sugar;2 cups white sugar,0.1388888888888889
muffin,8458,vanilla,0.0624999,cups,18,1 teaspoon vanilla extract;2 teaspoons vanilla extract,0.0034722166666666665
muffin,8458,vegetable,1.3333333333333333,cups,18,1 1/3 cups canned pumpkin,0.07407407407407407
muffin,86573,baking powder,0.0416666,cups,24,2 teaspoons baking powder,0.0017361083333333333
muffin,86573,baking soda,0.0208333,cups,24,1 teaspoon baking soda,8.680541666666666e-4
muffin,86573,butter,1,cups,24,"1 cup melted butter, cooled",0.041666666666666664
muffin,86573,eggs,2,eggs,24,"2 eggs, lightly beaten",0.08333333333333333
muffin,86573,flour,3,cups,24,3 cups all-purpose flour,0.125
muffin,86573,fruit,0.25,cups,24,1/4 cup banana chips (optional),0.010416666666666666
muffin,86573,milk,0.75,cups,24,3/4 cup milk,0.03125
muffin,86573,nut,2,cups,24,1 cup chopped walnuts;1 cup shredded coconut,0.08333333333333333
muffin,86573,other,1,cups,24,1 cup granola,0.041666666666666664
muffin,86573,salt,0.0208333,cups,24,1 teaspoon salt,8.680541666666666e-4
muffin,86573,sugar,2,cups,24,2 cups white sugar,0.08333333333333333
muffin,86573,unitless,2,NA,24,"2 bananas, mashed;1 banana, chopped",0.08333333333333333
muffin,86573,vanilla,0.0416666,cups,24,2 teaspoons vanilla extract,0.0017361083333333333
muffin,86894,baking powder,0.0208333,cups,12,1 teaspoon baking powder,0.0017361083333333333
muffin,86894,baking soda,0.0208333,cups,12,1 teaspoon baking soda,0.0017361083333333333
muffin,86894,bran,0.25,cups,12,1/4 cup oat bran,0.020833333333333332
muffin,86894,buttermilk,1,cups,12,1 cup buttermilk,0.08333333333333333
muffin,86894,eggs,1,eggs,12,1 egg,0.08333333333333333
muffin,86894,flour,1.5,cups,12,3/4 cup all-purpose flour;3/4 cup whole wheat flour,0.125
muffin,86894,fruit,1,cups,12,1 cup blueberries,0.08333333333333333
muffin,86894,nut,0.5,cups,12,1/2 cup chopped walnuts,0.041666666666666664
muffin,86894,oats,0.25,cups,12,1/4 cup quick cooking oats,0.020833333333333332
muffin,86894,oil,0.0625,cups,12,1 tablespoon vegetable oil,0.005208333333333333
muffin,86894,salt,0.005208325,cups,12,1/4 teaspoon salt,4.340270833333333e-4
muffin,86894,sugar,0.75,cups,12,3/4 cup white sugar,0.0625
muffin,86894,unitless,1,NA,12,"1 banana, mashed",0.08333333333333333
muffin,86894,vanilla,0.0208333,cups,12,1 teaspoon vanilla extract,0.0017361083333333333
muffin,86894,wheat germ,0.25,cups,12,1/4 cup wheat germ,0.020833333333333332
